"Año","Clave_Ent","Entidad","Subtipo de delito","Sexo","Rango de edad","Total"
2017,23,"Quintana Roo","Homicidio doloso","Hombre","Adultos (18 y más)",223
2017,23,"Quintana Roo","Homicidio doloso","Hombre","Menores de edad (0-17)",9
2017,23,"Quintana Roo","Homicidio doloso","Mujer","Adultos (18 y más)",21
2017,23,"Quintana Roo","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2017,24,"San Luis Potosí","Homicidio doloso","Hombre","Adultos (18 y más)",411
2017,24,"San Luis Potosí","Homicidio doloso","Hombre","Menores de edad (0-17)",27
2017,24,"San Luis Potosí","Homicidio doloso","Mujer","Adultos (18 y más)",22
2017,24,"San Luis Potosí","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2017,25,"Sinaloa","Homicidio doloso","Hombre","Adultos (18 y más)",1397
2017,25,"Sinaloa","Homicidio doloso","Hombre","Menores de edad (0-17)",41
2017,25,"Sinaloa","Homicidio doloso","Mujer","Adultos (18 y más)",0
2017,25,"Sinaloa","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2017,26,"Sonora","Homicidio doloso","Hombre","Adultos (18 y más)",544
2017,26,"Sonora","Homicidio doloso","Hombre","Menores de edad (0-17)",10
2017,26,"Sonora","Homicidio doloso","Mujer","Adultos (18 y más)",26
2017,26,"Sonora","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2017,27,"Tabasco","Homicidio doloso","Hombre","Adultos (18 y más)",327
2017,27,"Tabasco","Homicidio doloso","Hombre","Menores de edad (0-17)",12
2017,27,"Tabasco","Homicidio doloso","Mujer","Adultos (18 y más)",19
2017,27,"Tabasco","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2017,28,"Tamaulipas","Homicidio doloso","Hombre","Adultos (18 y más)",663
2017,28,"Tamaulipas","Homicidio doloso","Hombre","Menores de edad (0-17)",44
2017,28,"Tamaulipas","Homicidio doloso","Mujer","Adultos (18 y más)",107
2017,28,"Tamaulipas","Homicidio doloso","Mujer","Menores de edad (0-17)",16
2017,29,"Tlaxcala","Homicidio doloso","Hombre","Adultos (18 y más)",80
2017,29,"Tlaxcala","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2017,29,"Tlaxcala","Homicidio doloso","Mujer","Adultos (18 y más)",14
2017,29,"Tlaxcala","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2017,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Adultos (18 y más)",955
2017,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Menores de edad (0-17)",39
2017,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Adultos (18 y más)",80
2017,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Menores de edad (0-17)",12
2017,31,"Yucatán","Homicidio doloso","Hombre","Adultos (18 y más)",34
2017,31,"Yucatán","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2017,31,"Yucatán","Homicidio doloso","Mujer","Adultos (18 y más)",3
2017,31,"Yucatán","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2017,32,"Zacatecas","Homicidio doloso","Hombre","Adultos (18 y más)",507
2017,32,"Zacatecas","Homicidio doloso","Hombre","Menores de edad (0-17)",28
2017,32,"Zacatecas","Homicidio doloso","Mujer","Adultos (18 y más)",111
2017,32,"Zacatecas","Homicidio doloso","Mujer","Menores de edad (0-17)",8
2018,1,"Aguascalientes","Homicidio doloso","Hombre","Adultos (18 y más)",66
2018,1,"Aguascalientes","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2018,1,"Aguascalientes","Homicidio doloso","Mujer","Adultos (18 y más)",3
2018,1,"Aguascalientes","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,2,"Baja California","Homicidio doloso","Hombre","Adultos (18 y más)",1879
2018,2,"Baja California","Homicidio doloso","Hombre","Menores de edad (0-17)",55
2018,2,"Baja California","Homicidio doloso","Mujer","Adultos (18 y más)",174
2018,2,"Baja California","Homicidio doloso","Mujer","Menores de edad (0-17)",9
2018,3,"Baja California Sur","Homicidio doloso","Hombre","Adultos (18 y más)",124
2018,3,"Baja California Sur","Homicidio doloso","Hombre","Menores de edad (0-17)",8
2018,3,"Baja California Sur","Homicidio doloso","Mujer","Adultos (18 y más)",18
2018,3,"Baja California Sur","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2018,4,"Campeche","Homicidio doloso","Hombre","Adultos (18 y más)",62
2018,4,"Campeche","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2018,4,"Campeche","Homicidio doloso","Mujer","Adultos (18 y más)",9
2018,4,"Campeche","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2018,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Adultos (18 y más)",183
2018,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Menores de edad (0-17)",10
2018,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Adultos (18 y más)",11
2018,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2018,6,"Colima","Homicidio doloso","Hombre","Adultos (18 y más)",566
2018,6,"Colima","Homicidio doloso","Hombre","Menores de edad (0-17)",14
2018,6,"Colima","Homicidio doloso","Mujer","Adultos (18 y más)",62
2018,6,"Colima","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,7,"Chiapas","Homicidio doloso","Hombre","Adultos (18 y más)",535
2018,7,"Chiapas","Homicidio doloso","Hombre","Menores de edad (0-17)",24
2018,7,"Chiapas","Homicidio doloso","Mujer","Adultos (18 y más)",31
2018,7,"Chiapas","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2018,8,"Chihuahua","Homicidio doloso","Hombre","Adultos (18 y más)",1474
2018,8,"Chihuahua","Homicidio doloso","Hombre","Menores de edad (0-17)",58
2018,8,"Chihuahua","Homicidio doloso","Mujer","Adultos (18 y más)",119
2018,8,"Chihuahua","Homicidio doloso","Mujer","Menores de edad (0-17)",18
2018,9,"Ciudad de México","Homicidio doloso","Hombre","Adultos (18 y más)",1367
2018,9,"Ciudad de México","Homicidio doloso","Hombre","Menores de edad (0-17)",37
2018,9,"Ciudad de México","Homicidio doloso","Mujer","Adultos (18 y más)",128
2018,9,"Ciudad de México","Homicidio doloso","Mujer","Menores de edad (0-17)",10
2018,10,"Durango","Homicidio doloso","Hombre","Adultos (18 y más)",155
2018,10,"Durango","Homicidio doloso","Hombre","Menores de edad (0-17)",4
2018,10,"Durango","Homicidio doloso","Mujer","Adultos (18 y más)",16
2018,10,"Durango","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,11,"Guanajuato","Homicidio doloso","Hombre","Adultos (18 y más)",2686
2018,11,"Guanajuato","Homicidio doloso","Hombre","Menores de edad (0-17)",92
2018,11,"Guanajuato","Homicidio doloso","Mujer","Adultos (18 y más)",267
2018,11,"Guanajuato","Homicidio doloso","Mujer","Menores de edad (0-17)",24
2018,12,"Guerrero","Homicidio doloso","Hombre","Adultos (18 y más)",1545
2018,12,"Guerrero","Homicidio doloso","Hombre","Menores de edad (0-17)",81
2018,12,"Guerrero","Homicidio doloso","Mujer","Adultos (18 y más)",167
2018,12,"Guerrero","Homicidio doloso","Mujer","Menores de edad (0-17)",15
2018,13,"Hidalgo","Homicidio doloso","Hombre","Adultos (18 y más)",175
2018,13,"Hidalgo","Homicidio doloso","Hombre","Menores de edad (0-17)",8
2018,13,"Hidalgo","Homicidio doloso","Mujer","Adultos (18 y más)",25
2018,13,"Hidalgo","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,14,"Jalisco","Homicidio doloso","Hombre","Adultos (18 y más)",1621
2018,14,"Jalisco","Homicidio doloso","Hombre","Menores de edad (0-17)",64
2018,14,"Jalisco","Homicidio doloso","Mujer","Adultos (18 y más)",142
2018,14,"Jalisco","Homicidio doloso","Mujer","Menores de edad (0-17)",14
2018,15,"México","Homicidio doloso","Hombre","Adultos (18 y más)",2225
2018,15,"México","Homicidio doloso","Hombre","Menores de edad (0-17)",59
2018,15,"México","Homicidio doloso","Mujer","Adultos (18 y más)",204
2018,15,"México","Homicidio doloso","Mujer","Menores de edad (0-17)",21
2018,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Adultos (18 y más)",1193
2018,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Menores de edad (0-17)",45
2018,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Adultos (18 y más)",110
2018,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Menores de edad (0-17)",23
2018,17,"Morelos","Homicidio doloso","Hombre","Adultos (18 y más)",613
2018,17,"Morelos","Homicidio doloso","Hombre","Menores de edad (0-17)",34
2018,17,"Morelos","Homicidio doloso","Mujer","Adultos (18 y más)",43
2018,17,"Morelos","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2018,18,"Nayarit","Homicidio doloso","Hombre","Adultos (18 y más)",289
2018,18,"Nayarit","Homicidio doloso","Hombre","Menores de edad (0-17)",16
2018,18,"Nayarit","Homicidio doloso","Mujer","Adultos (18 y más)",41
2018,18,"Nayarit","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2018,19,"Nuevo León","Homicidio doloso","Hombre","Adultos (18 y más)",628
2018,19,"Nuevo León","Homicidio doloso","Hombre","Menores de edad (0-17)",32
2018,19,"Nuevo León","Homicidio doloso","Mujer","Adultos (18 y más)",12
2018,19,"Nuevo León","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2018,20,"Oaxaca","Homicidio doloso","Hombre","Adultos (18 y más)",1011
2018,20,"Oaxaca","Homicidio doloso","Hombre","Menores de edad (0-17)",33
2018,20,"Oaxaca","Homicidio doloso","Mujer","Adultos (18 y más)",87
2018,20,"Oaxaca","Homicidio doloso","Mujer","Menores de edad (0-17)",9
2018,21,"Puebla","Homicidio doloso","Hombre","Adultos (18 y más)",1076
2018,21,"Puebla","Homicidio doloso","Hombre","Menores de edad (0-17)",42
2018,21,"Puebla","Homicidio doloso","Mujer","Adultos (18 y más)",97
2018,21,"Puebla","Homicidio doloso","Mujer","Menores de edad (0-17)",8
2018,22,"Querétaro","Homicidio doloso","Hombre","Adultos (18 y más)",168
2018,22,"Querétaro","Homicidio doloso","Hombre","Menores de edad (0-17)",7
2018,22,"Querétaro","Homicidio doloso","Mujer","Adultos (18 y más)",19
2018,22,"Querétaro","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2018,23,"Quintana Roo","Homicidio doloso","Hombre","Adultos (18 y más)",534
2018,23,"Quintana Roo","Homicidio doloso","Hombre","Menores de edad (0-17)",11
2018,23,"Quintana Roo","Homicidio doloso","Mujer","Adultos (18 y más)",55
2018,23,"Quintana Roo","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,24,"San Luis Potosí","Homicidio doloso","Hombre","Adultos (18 y más)",421
2018,24,"San Luis Potosí","Homicidio doloso","Hombre","Menores de edad (0-17)",27
2018,24,"San Luis Potosí","Homicidio doloso","Mujer","Adultos (18 y más)",23
2018,24,"San Luis Potosí","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2018,25,"Sinaloa","Homicidio doloso","Hombre","Adultos (18 y más)",1045
2018,25,"Sinaloa","Homicidio doloso","Hombre","Menores de edad (0-17)",16
2018,25,"Sinaloa","Homicidio doloso","Mujer","Adultos (18 y más)",0
2018,25,"Sinaloa","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2018,26,"Sonora","Homicidio doloso","Hombre","Adultos (18 y más)",652
2018,26,"Sonora","Homicidio doloso","Hombre","Menores de edad (0-17)",10
2018,26,"Sonora","Homicidio doloso","Mujer","Adultos (18 y más)",28
2018,26,"Sonora","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,27,"Tabasco","Homicidio doloso","Hombre","Adultos (18 y más)",427
2018,27,"Tabasco","Homicidio doloso","Hombre","Menores de edad (0-17)",17
2018,27,"Tabasco","Homicidio doloso","Mujer","Adultos (18 y más)",20
2018,27,"Tabasco","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,28,"Tamaulipas","Homicidio doloso","Hombre","Adultos (18 y más)",455
2018,28,"Tamaulipas","Homicidio doloso","Hombre","Menores de edad (0-17)",26
2018,28,"Tamaulipas","Homicidio doloso","Mujer","Adultos (18 y más)",57
2018,28,"Tamaulipas","Homicidio doloso","Mujer","Menores de edad (0-17)",10
2018,29,"Tlaxcala","Homicidio doloso","Hombre","Adultos (18 y más)",94
2018,29,"Tlaxcala","Homicidio doloso","Hombre","Menores de edad (0-17)",0
2018,29,"Tlaxcala","Homicidio doloso","Mujer","Adultos (18 y más)",11
2018,29,"Tlaxcala","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2018,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Adultos (18 y más)",922
2018,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Menores de edad (0-17)",38
2018,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Adultos (18 y más)",57
2018,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Menores de edad (0-17)",11
2018,31,"Yucatán","Homicidio doloso","Hombre","Adultos (18 y más)",47
2018,31,"Yucatán","Homicidio doloso","Hombre","Menores de edad (0-17)",0
2018,31,"Yucatán","Homicidio doloso","Mujer","Adultos (18 y más)",1
2018,31,"Yucatán","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2018,32,"Zacatecas","Homicidio doloso","Hombre","Adultos (18 y más)",562
2018,32,"Zacatecas","Homicidio doloso","Hombre","Menores de edad (0-17)",25
2018,32,"Zacatecas","Homicidio doloso","Mujer","Adultos (18 y más)",64
2018,32,"Zacatecas","Homicidio doloso","Mujer","Menores de edad (0-17)",9
2019,1,"Aguascalientes","Homicidio doloso","Hombre","Adultos (18 y más)",87
2019,1,"Aguascalientes","Homicidio doloso","Hombre","Menores de edad (0-17)",3
2019,1,"Aguascalientes","Homicidio doloso","Mujer","Adultos (18 y más)",4
2019,1,"Aguascalientes","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2019,2,"Baja California","Homicidio doloso","Hombre","Adultos (18 y más)",2162
2019,2,"Baja California","Homicidio doloso","Hombre","Menores de edad (0-17)",55
2019,2,"Baja California","Homicidio doloso","Mujer","Adultos (18 y más)",198
2019,2,"Baja California","Homicidio doloso","Mujer","Menores de edad (0-17)",10
2019,3,"Baja California Sur","Homicidio doloso","Hombre","Adultos (18 y más)",59
2019,3,"Baja California Sur","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2019,3,"Baja California Sur","Homicidio doloso","Mujer","Adultos (18 y más)",10
2019,3,"Baja California Sur","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2019,4,"Campeche","Homicidio doloso","Hombre","Adultos (18 y más)",68
2019,4,"Campeche","Homicidio doloso","Hombre","Menores de edad (0-17)",2
2019,4,"Campeche","Homicidio doloso","Mujer","Adultos (18 y más)",3
2019,4,"Campeche","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2019,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Adultos (18 y más)",222
2019,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2019,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Adultos (18 y más)",17
2019,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2019,6,"Colima","Homicidio doloso","Hombre","Adultos (18 y más)",424
2019,6,"Colima","Homicidio doloso","Hombre","Menores de edad (0-17)",10
2019,6,"Colima","Homicidio doloso","Mujer","Adultos (18 y más)",51
2019,6,"Colima","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2019,7,"Chiapas","Homicidio doloso","Hombre","Adultos (18 y más)",501
2019,7,"Chiapas","Homicidio doloso","Hombre","Menores de edad (0-17)",13
2019,7,"Chiapas","Homicidio doloso","Mujer","Adultos (18 y más)",50
2019,7,"Chiapas","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2019,8,"Chihuahua","Homicidio doloso","Hombre","Adultos (18 y más)",1864
2019,8,"Chihuahua","Homicidio doloso","Hombre","Menores de edad (0-17)",74
2019,8,"Chihuahua","Homicidio doloso","Mujer","Adultos (18 y más)",197
2019,8,"Chihuahua","Homicidio doloso","Mujer","Menores de edad (0-17)",22
2019,9,"Ciudad de México","Homicidio doloso","Hombre","Adultos (18 y más)",1365
2019,9,"Ciudad de México","Homicidio doloso","Hombre","Menores de edad (0-17)",37
2019,9,"Ciudad de México","Homicidio doloso","Mujer","Adultos (18 y más)",116
2019,9,"Ciudad de México","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2019,10,"Durango","Homicidio doloso","Hombre","Adultos (18 y más)",149
2019,10,"Durango","Homicidio doloso","Hombre","Menores de edad (0-17)",5
2019,10,"Durango","Homicidio doloso","Mujer","Adultos (18 y más)",7
2019,10,"Durango","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2019,11,"Guanajuato","Homicidio doloso","Hombre","Adultos (18 y más)",2215
2019,11,"Guanajuato","Homicidio doloso","Hombre","Menores de edad (0-17)",126
2019,11,"Guanajuato","Homicidio doloso","Mujer","Adultos (18 y más)",220
2019,11,"Guanajuato","Homicidio doloso","Mujer","Menores de edad (0-17)",17
2019,12,"Guerrero","Homicidio doloso","Hombre","Adultos (18 y más)",903
2019,12,"Guerrero","Homicidio doloso","Hombre","Menores de edad (0-17)",33
2019,12,"Guerrero","Homicidio doloso","Mujer","Adultos (18 y más)",87
2019,12,"Guerrero","Homicidio doloso","Mujer","Menores de edad (0-17)",6
2019,13,"Hidalgo","Homicidio doloso","Hombre","Adultos (18 y más)",210
2019,13,"Hidalgo","Homicidio doloso","Hombre","Menores de edad (0-17)",10
2019,13,"Hidalgo","Homicidio doloso","Mujer","Adultos (18 y más)",29
2019,13,"Hidalgo","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2019,14,"Jalisco","Homicidio doloso","Hombre","Adultos (18 y más)",1495
2019,14,"Jalisco","Homicidio doloso","Hombre","Menores de edad (0-17)",41
2019,14,"Jalisco","Homicidio doloso","Mujer","Adultos (18 y más)",116
2019,14,"Jalisco","Homicidio doloso","Mujer","Menores de edad (0-17)",15
2019,15,"México","Homicidio doloso","Hombre","Adultos (18 y más)",2341
2019,15,"México","Homicidio doloso","Hombre","Menores de edad (0-17)",88
2019,15,"México","Homicidio doloso","Mujer","Adultos (18 y más)",281
2019,15,"México","Homicidio doloso","Mujer","Menores de edad (0-17)",21
2019,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Adultos (18 y más)",1542
2019,16,"Michoacán de Ocampo","Homicidio doloso","Hombre","Menores de edad (0-17)",53
2019,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Adultos (18 y más)",142
2019,16,"Michoacán de Ocampo","Homicidio doloso","Mujer","Menores de edad (0-17)",12
2019,17,"Morelos","Homicidio doloso","Hombre","Adultos (18 y más)",775
2019,17,"Morelos","Homicidio doloso","Hombre","Menores de edad (0-17)",35
2019,17,"Morelos","Homicidio doloso","Mujer","Adultos (18 y más)",54
2019,17,"Morelos","Homicidio doloso","Mujer","Menores de edad (0-17)",6
2019,18,"Nayarit","Homicidio doloso","Hombre","Adultos (18 y más)",128
2019,18,"Nayarit","Homicidio doloso","Hombre","Menores de edad (0-17)",7
2019,18,"Nayarit","Homicidio doloso","Mujer","Adultos (18 y más)",13
2019,18,"Nayarit","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2019,19,"Nuevo León","Homicidio doloso","Hombre","Adultos (18 y más)",746
2019,19,"Nuevo León","Homicidio doloso","Hombre","Menores de edad (0-17)",30
2019,19,"Nuevo León","Homicidio doloso","Mujer","Adultos (18 y más)",30
2019,19,"Nuevo León","Homicidio doloso","Mujer","Menores de edad (0-17)",6
2019,20,"Oaxaca","Homicidio doloso","Hombre","Adultos (18 y más)",894
2019,20,"Oaxaca","Homicidio doloso","Hombre","Menores de edad (0-17)",22
2019,20,"Oaxaca","Homicidio doloso","Mujer","Adultos (18 y más)",103
2019,20,"Oaxaca","Homicidio doloso","Mujer","Menores de edad (0-17)",7
2019,21,"Puebla","Homicidio doloso","Hombre","Adultos (18 y más)",1017
2019,21,"Puebla","Homicidio doloso","Hombre","Menores de edad (0-17)",40
2019,21,"Puebla","Homicidio doloso","Mujer","Adultos (18 y más)",59
2019,21,"Puebla","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2019,22,"Querétaro","Homicidio doloso","Hombre","Adultos (18 y más)",172
2019,22,"Querétaro","Homicidio doloso","Hombre","Menores de edad (0-17)",6
2019,22,"Querétaro","Homicidio doloso","Mujer","Adultos (18 y más)",11
2019,22,"Querétaro","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2019,23,"Quintana Roo","Homicidio doloso","Hombre","Adultos (18 y más)",560
2019,23,"Quintana Roo","Homicidio doloso","Hombre","Menores de edad (0-17)",18
2019,23,"Quintana Roo","Homicidio doloso","Mujer","Adultos (18 y más)",49
2019,23,"Quintana Roo","Homicidio doloso","Mujer","Menores de edad (0-17)",5
2019,24,"San Luis Potosí","Homicidio doloso","Hombre","Adultos (18 y más)",420
2019,24,"San Luis Potosí","Homicidio doloso","Hombre","Menores de edad (0-17)",17
2019,24,"San Luis Potosí","Homicidio doloso","Mujer","Adultos (18 y más)",18
2019,24,"San Luis Potosí","Homicidio doloso","Mujer","Menores de edad (0-17)",4
2019,25,"Sinaloa","Homicidio doloso","Hombre","Adultos (18 y más)",765
2019,25,"Sinaloa","Homicidio doloso","Hombre","Menores de edad (0-17)",13
2019,25,"Sinaloa","Homicidio doloso","Mujer","Adultos (18 y más)",3
2019,25,"Sinaloa","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2019,26,"Sonora","Homicidio doloso","Hombre","Adultos (18 y más)",951
2019,26,"Sonora","Homicidio doloso","Hombre","Menores de edad (0-17)",20
2019,26,"Sonora","Homicidio doloso","Mujer","Adultos (18 y más)",48
2019,26,"Sonora","Homicidio doloso","Mujer","Menores de edad (0-17)",6
2019,27,"Tabasco","Homicidio doloso","Hombre","Adultos (18 y más)",561
2019,27,"Tabasco","Homicidio doloso","Hombre","Menores de edad (0-17)",29
2019,27,"Tabasco","Homicidio doloso","Mujer","Adultos (18 y más)",40
2019,27,"Tabasco","Homicidio doloso","Mujer","Menores de edad (0-17)",7
2019,28,"Tamaulipas","Homicidio doloso","Hombre","Adultos (18 y más)",191
2019,28,"Tamaulipas","Homicidio doloso","Hombre","Menores de edad (0-17)",12
2019,28,"Tamaulipas","Homicidio doloso","Mujer","Adultos (18 y más)",27
2019,28,"Tamaulipas","Homicidio doloso","Mujer","Menores de edad (0-17)",9
2019,29,"Tlaxcala","Homicidio doloso","Hombre","Adultos (18 y más)",137
2019,29,"Tlaxcala","Homicidio doloso","Hombre","Menores de edad (0-17)",2
2019,29,"Tlaxcala","Homicidio doloso","Mujer","Adultos (18 y más)",17
2019,29,"Tlaxcala","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2019,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Adultos (18 y más)",989
2019,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Hombre","Menores de edad (0-17)",46
2019,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Adultos (18 y más)",84
2019,30,"Veracruz de Ignacio de la Llave","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2019,31,"Yucatán","Homicidio doloso","Hombre","Adultos (18 y más)",31
2019,31,"Yucatán","Homicidio doloso","Hombre","Menores de edad (0-17)",0
2019,31,"Yucatán","Homicidio doloso","Mujer","Adultos (18 y más)",2
2019,31,"Yucatán","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2019,32,"Zacatecas","Homicidio doloso","Hombre","Adultos (18 y más)",512
2019,32,"Zacatecas","Homicidio doloso","Hombre","Menores de edad (0-17)",18
2019,32,"Zacatecas","Homicidio doloso","Mujer","Adultos (18 y más)",56
2019,32,"Zacatecas","Homicidio doloso","Mujer","Menores de edad (0-17)",7
2020,1,"Aguascalientes","Homicidio doloso","Hombre","Adultos (18 y más)",74
2020,1,"Aguascalientes","Homicidio doloso","Hombre","Menores de edad (0-17)",2
2020,1,"Aguascalientes","Homicidio doloso","Mujer","Adultos (18 y más)",2
2020,1,"Aguascalientes","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2020,2,"Baja California","Homicidio doloso","Hombre","Adultos (18 y más)",2183
2020,2,"Baja California","Homicidio doloso","Hombre","Menores de edad (0-17)",40
2020,2,"Baja California","Homicidio doloso","Mujer","Adultos (18 y más)",218
2020,2,"Baja California","Homicidio doloso","Mujer","Menores de edad (0-17)",10
2020,3,"Baja California Sur","Homicidio doloso","Hombre","Adultos (18 y más)",33
2020,3,"Baja California Sur","Homicidio doloso","Hombre","Menores de edad (0-17)",2
2020,3,"Baja California Sur","Homicidio doloso","Mujer","Adultos (18 y más)",4
2020,3,"Baja California Sur","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2020,4,"Campeche","Homicidio doloso","Hombre","Adultos (18 y más)",75
2020,4,"Campeche","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2020,4,"Campeche","Homicidio doloso","Mujer","Adultos (18 y más)",2
2020,4,"Campeche","Homicidio doloso","Mujer","Menores de edad (0-17)",0
2020,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Adultos (18 y más)",192
2020,5,"Coahuila de Zaragoza","Homicidio doloso","Hombre","Menores de edad (0-17)",16
2020,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Adultos (18 y más)",7
2020,5,"Coahuila de Zaragoza","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2020,6,"Colima","Homicidio doloso","Hombre","Adultos (18 y más)",277
2020,6,"Colima","Homicidio doloso","Hombre","Menores de edad (0-17)",1
2020,6,"Colima","Homicidio doloso","Mujer","Adultos (18 y más)",36
2020,6,"Colima","Homicidio doloso","Mujer","Menores de edad (0-17)",1
2020,7,"Chiapas","Homicidio doloso","Hombre","Adultos (18 y más)",399
2020,7,"Chiapas","Homicidio doloso","Hombre","Menores de edad (0-17)",17
2020,7,"Chiapas","Homicidio doloso","Mujer","Adultos (18 y más)",39
2020,7,"Chiapas","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2020,8,"Chihuahua","Homicidio doloso","Hombre","Adultos (18 y más)",2237
2020,8,"Chihuahua","Homicidio doloso","Hombre","Menores de edad (0-17)",72
2020,8,"Chihuahua","Homicidio doloso","Mujer","Adultos (18 y más)",230
2020,8,"Chihuahua","Homicidio doloso","Mujer","Menores de edad (0-17)",12
2020,9,"Ciudad de México","Homicidio doloso","Hombre","Adultos (18 y más)",1067
2020,9,"Ciudad de México","Homicidio doloso","Hombre","Menores de edad (0-17)",36
2020,9,"Ciudad de México","Homicidio doloso","Mujer","Adultos (18 y más)",76
2020,9,"Ciudad de México","Homicidio doloso","Mujer","Menores de edad (0-17)",3
2020,10,"Durango","Homicidio doloso","Hombre","Adultos (18 y más)",159
2020,10,"Durango","Homicidio doloso","Hombre","Menores de edad (0-17)",7
2020,10,"Durango","Homicidio doloso","Mujer","Adultos (18 y más)",4
2020,10,"Durango","Homicidio doloso","Mujer","Menores de edad (0-17)",2
2020,11,"Guanajuato","Homicidio doloso","Hombre","Adultos (18 y más)",3037
2020,11,"Guanajuato","Homicidio doloso","Hombre","Menores de edad (0-17)",158
2020,11,"Guanajuato","Homicidio doloso","Mujer","Adultos (18 y más)",306
2020,11,"Guanajuato","Homicidio doloso","Mujer","Menores de edad (0-17)",29
2020,12,"Guerrero","Homicidio doloso","Hombre","Adultos (18 y más)",1026
2020,12,"Guerrero","Homicidio doloso","Hombre","Menores de edad (0-17)",29
2020,12,"Guerrero","Homicidio doloso","Mujer","Adultos (18 y más)",100
